100	3	1364
100	1	510
100	2	1557


0.5

1

18 9 2022 600
6	1	0
7	2	0
9	3	0
10	4	0
9	5	0
7	6	0
9	7	0
6	8	0
9	9	0
10	10	0
9	11	0
1	12	0
4	13	0
9	14	11
2	15	4
5	16	0
10	17	43
1	18	70
5	19	0
7	20	0
7	21	0
7	22	0
7	23	0
7	24	0
6	25	0
6	26	0
6	27	0
6	28	0
6	29	0
6	30	4
2	31	4
4	32	0
9	33	0
1	34	1
5	35	0
6	36	0
1	37	2
4	38	0
7	39	0
2	40	0
4	41	0
7	42	1
1	43	0
5	44	0
6	45	7
2	46	2
5	47	0
9	48	0
9	49	0
9	50	0
3	51	0
5	52	0
9	53	0
3	54	0
4	55	0
6	56	0
2	57	0
4	58	0
7	59	300
1	60	0
4	61	0
10	62	60
3	63	5
5	64	0
9	65	19
2	66	304
4	67	0
7	68	0
7	69	0
7	70	13
1	71	2
5	72	0
10	73	0
10	74	0
10	75	0
3	76	0
5	77	0
6	78	0
6	79	0
6	80	0
9	81	0
9	82	0
9	83	0
9	84	0
7	85	0
9	86	0
9	87	0
9	88	0
9	89	0
10	90	0
10	91	0
7	92	0
6	93	0
1	94	0
5	95	0
9	96	1
2	97	0
4	98	0
10	99	0
1	100	2
5	1	0
6	2	5
3	3	0
10	4	4
1	5	5
2	6	0
9	7	0
7	8	50
3	9	0
4	10	0
9	11	49
2	12	9
5	13	0
9	14	18
1	15	73
4	16	0
10	17	0
10	18	21
1	19	12
4	20	0
7	21	0
7	22	0
7	23	0
7	24	0
7	25	0
2	26	0
9	27	0
9	28	0
2	29	0
9	30	0
2	31	0
4	32	0
6	33	0
1	34	0
5	35	0
10	36	218
2	37	6
4	38	0
6	39	185
3	40	5
5	41	0
9	42	0
2	43	0
5	44	0
9	45	0
7	46	0
7	47	0
3	48	10
5	49	0
10	50	0
3	51	0
4	52	0
9	53	0
1	54	5
4	55	0
10	56	0
2	57	0
5	58	0
7	59	0
1	60	0
4	61	0
10	62	0
2	63	40
5	64	0
9	65	3
3	66	0
4	67	0
6	68	0
3	69	0
4	70	0
10	71	0
1	72	1
4	73	0
9	74	0
2	75	0
5	76	0
7	77	0
7	78	0
1	79	0
4	80	0
9	81	2
3	82	0
5	83	0
10	84	0
2	85	2
5	86	0
5	87	0
9	88	83
3	89	38
4	90	0
10	91	2
2	92	0
5	93	0
7	94	48
2	95	0
4	96	0
9	97	12
1	98	1
5	99	0
6	100	18
3	1	0
5	2	0
10	3	40
1	4	22
4	5	0
9	6	5
3	7	2
5	8	0
6	9	0
3	10	0
5	11	0
10	12	2
1	13	8
4	14	0
10	15	0
5	16	0
9	17	0
2	18	3
4	19	0
6	20	0
1	21	0
5	22	0
10	23	178
2	24	0
4	25	0
7	26	0
3	27	0
4	28	0
9	29	0
3	30	0
4	31	0
10	32	5
3	33	4
4	34	0
9	35	82
2	36	5
5	37	0
6	38	42
2	39	255
4	40	0
10	41	59
3	42	110
5	43	0
9	44	387
2	45	40
5	46	0
7	47	0
2	48	0
9	49	0
1	50	52
5	51	0
10	52	0
10	53	57
1	54	0
5	55	0
9	56	363
2	57	5
5	58	0
6	59	77
1	60	5
5	61	0
10	62	52
2	63	2
4	64	0
9	65	90
3	66	0
5	67	0
6	68	4
2	69	0
5	70	0
7	71	0
7	72	39
1	73	2
4	74	0
10	75	18
2	76	12
4	77	0
4	78	0
9	79	0
2	80	6
5	81	0
6	82	0
2	83	0
5	84	0
9	85	0
3	86	0
9	87	0
10	88	16
2	89	0
5	90	0
7	91	4
3	92	10
4	93	0
6	94	4
3	95	0
9	96	20
2	97	0
5	98	0
9	99	1
2	100	0
5	1	0
10	2	1
1	3	2
4	4	0
9	5	0
1	6	0
5	7	0
6	8	0
3	9	2
5	10	0
10	11	23
1	12	0
5	13	0
7	14	503
3	15	0
5	16	0
9	17	94
2	18	1
4	19	0
10	20	14
1	21	12
4	22	0
7	23	174
1	24	60
5	25	0
2	26	8
1	27	3
5	28	0
7	29	2
3	30	0
4	31	0
9	32	13
2	33	0
5	34	0
10	35	70
3	36	0
5	37	0
9	38	0
1	39	0
4	40	0
10	41	5
1	42	3
5	43	0
9	44	14
2	45	0
5	46	0
7	47	878
2	48	110
4	49	0
6	50	10
3	51	0
5	52	0
9	53	84
1	54	2
5	55	0
9	56	6
1	57	0
5	58	0
10	59	0
1	60	0
4	61	0
9	62	0
3	63	0
4	64	0
10	65	0
2	66	2
5	67	0
9	68	214
2	69	3
5	70	0
7	71	0
2	72	0
4	73	0
9	74	13
2	75	20
4	76	0
7	77	12
2	78	0
5	79	0
10	80	10
2	81	0
5	82	0
9	83	4
3	84	0
4	85	0
9	86	18
3	87	1
5	88	0
6	89	2
3	90	0
4	91	0
10	92	12
2	93	1
5	94	0
7	95	8
1	96	5
5	97	0
9	98	7
1	99	3
4	100	0
7	99	5
1	1	0
5	2	0
2	3	0
10	4	10
3	5	0
5	6	0
9	7	7
2	8	1
5	9	0
10	10	0
3	11	0
4	12	0
9	13	0
2	14	0
5	15	0
6	16	0
2	17	0
9	18	0
1	19	5
4	20	0
7	21	0
1	22	0
5	23	0
9	24	10
1	25	455
5	26	0
9	27	0
2	28	3
4	29	0
7	30	56
3	31	10
4	32	0
6	33	0
1	34	0
5	35	0
10	36	66
2	37	4
4	38	0
9	39	153
2	40	973
5	41	0
9	42	51
3	43	3
4	44	0
7	45	32
1	46	143
5	47	0
6	48	16
2	49	3
5	50	0
7	51	0
3	52	0
5	53	0
10	54	15
2	55	10
4	56	0
9	57	5
4	58	19
5	59	0
9	60	38
1	61	40
4	62	0
10	63	0
3	64	0
5	65	0
1	66	0
7	67	0
7	68	0
2	69	0
4	70	0
9	71	0
9	72	0
9	73	0
2	74	0
4	75	0
6	76	0
1	77	0
10	78	0
3	79	0
4	80	0
2	81	0
7	82	0
2	83	0
10	84	0
1	85	0
5	86	0
9	87	0
1	88	0
4	89	0
9	90	166
1	91	3
5	92	0
10	93	11
1	94	0
4	95	0
7	96	3
3	97	0
5	98	0
10	99	2
3	100	0
5	1	0
7	2	34
3	3	3
5	4	0
9	5	0
1	6	6
4	7	0
9	8	6
2	9	2
5	10	0
6	11	12
1	12	2
4	13	0
10	14	103
1	15	2
5	16	0
9	17	0
2	18	0
4	19	0
9	20	6
3	21	2
5	22	0
7	23	70
1	24	4
4	25	0
6	26	9
2	27	3
5	28	0
9	29	85
2	30	24
4	31	0
9	32	0
1	33	2
5	34	0
7	35	108
3	36	3
5	37	0
9	38	4
1	39	1
5	40	0
7	41	1
2	42	64
4	43	0
6	44	80
2	45	5
5	46	0
7	47	252
3	48	10
4	49	0
9	50	32
2	51	2
5	52	0
9	53	2
1	54	38
5	55	0
10	56	0
3	57	1
5	58	0
10	59	0
5	60	0
10	61	5
2	62	1
4	63	0
9	64	0
3	65	5
5	66	0
9	67	0
1	68	0
5	69	0
7	70	0
2	71	0
6	72	0
3	73	0
9	74	0
1	75	5
5	76	0
9	77	0
5	78	0
4	79	0
10	80	0
3	81	0
9	82	0
1	83	0
5	84	0
6	85	0
1	86	0
5	87	0
10	88	0
3	89	10
6	90	0
2	91	0
9	92	0
3	93	0
9	94	200
2	95	0
5	96	0
9	97	0
1	98	15
7	99	0
1	100	0
9	1	0
2	2	0
5	3	0
10	4	0
3	5	0
5	6	0
9	7	0
2	8	10
4	9	0
7	10	0
2	11	0
6	12	0
1	13	0
4	14	0
9	15	34
2	16	0
5	17	0
10	18	0
3	19	0
5	20	0
7	21	0
2	22	0
4	23	0
9	24	0
1	25	0
5	26	0
9	27	17
3	28	9
4	29	0
7	30	228
2	31	39
5	32	0
9	33	3
3	34	37
5	35	0
10	36	56
2	37	4
4	38	0
6	39	60
1	40	1
4	41	0
10	42	32
3	43	2
5	44	0
6	45	34
2	46	0
4	47	0
7	48	243
2	49	9
5	50	0
6	51	0
3	52	0
10	53	56
2	54	4
5	55	0
9	56	0
1	57	0
5	58	0
